"","x"
"1",0.0719583730915474
"2",0.0717438210776891
"3",0.0715305191497464
"4",0.0713185043823614
"5",0.0711077644682518
"6",0.0708982177038706
"7",0.0706898761836783
"8",0.0704828752059257
"9",0.0702770353327651
"10",0.0700724166890723
"11",0.0698689856490091
"12",0.0696668025211693
"13",0.0694657375206589
"14",0.0692659284832189
"15",0.0690671436350385
"16",0.0688695433109388
"17",0.068673166570079
"18",0.0684777633359772
"19",0.0682836110863718
"20",0.0680904875443957
"21",0.0678985000977264
"22",0.0677075929233979
"23",0.0675176841687062
"24",0.0673289119222318
"25",0.0671411652529059
"26",0.0669545344244398
"27",0.0667688697503763
"28",0.0665843248334568
"29",0.0664007066734484
"30",0.0662180966446613
"31",0.0660365156545595
"32",0.0658559051153134
"33",0.0656763507467986
"34",0.0654977520152897
"35",0.0653201442783029
"36",0.0651435015861352
"37",0.064967810503731
"38",0.0647930662071303
"39",0.0646191951655055
"40",0.0644462796408334
"41",0.0642743339303706
"42",0.0641033736792451
"43",0.0639332530772663
"44",0.0637641031553358
"45",0.0635958267703245
"46",0.0634283708332077
"47",0.0632617964984092
"48",0.0630961445422145
"49",0.0629314046800573
"50",0.0627675026735233
"51",0.0626044107502821
"52",0.0624422792079713
"53",0.0622808794960292
"54",0.0621203374139441
"55",0.0619606674335955
"56",0.0618017773922475
"57",0.0616437449516525
"58",0.0614864576436958
"59",0.0613300171880837
"60",0.0611743360514083
"61",0.0610195308636321
"62",0.0608653835988662
"63",0.0607121243247093
"64",0.060559575285879
"65",0.0604077943080483
"66",0.0602568218928354
"67",0.0601066041635931
"68",0.0599570967533509
"69",0.0598082907381468
"70",0.0596602928853827
"71",0.0595129911871481
"72",0.0593664846837783
"73",0.0592206143428484
"74",0.0590755502489628
"75",0.0589311358544364
"76",0.0587874771590577
"77",0.0586445611297677
"78",0.0585022599789227
"79",0.0583606755153596
"80",0.0582198635511304
"81",0.058079630449356
"82",0.0579401011127629
"83",0.0578011847046582
"84",0.0576629606093775
"85",0.0575254025698086
"86",0.0573885873091058
"87",0.0572523258724686
"88",0.0571167591842823
"89",0.0569817783143662
"90",0.0568474598276225
"91",0.0567138584719942
"92",0.0565807936272904
"93",0.0564484008555155
"94",0.0563165473122353
"95",0.0561854222123657
"96",0.0560548698867933
"97",0.0559249135003483
"98",0.0557955677977588
"99",0.0556668057051866
"100",0.0555386376890965
"101",0.0554110909470182
"102",0.0552840970867692
"103",0.0551576523539552
"104",0.0550318334499025
"105",0.0549066731218772
"106",0.0547820110696193
"107",0.0546579217116232
"108",0.0545343893845711
"109",0.0544113791820564
"110",0.0542889874304819
"111",0.0541670761322166
"112",0.0540457415736455
"113",0.0539249778012163
"114",0.0389867316353047
"115",0.038767265921706
"116",0.0535387634154176
"117",0.0534208758926979
"118",0.0533036453198292
"119",0.177861329084408
"120",0.0527457821372082
"121",0.0526307872714824
"122",0.0525162638605252
"123",0.0367280735190434
"124",0.176959095053462
"125",0.0358295352252753
"126",0.0356346272583323
"127",0.0354417598991859
"128",0.0352511520668486
"129",0.035062483875663
"130",0.0348758899835957
"131",0.0346911438264215
"132",0.0345084917298664
"133",0.0343275981012994
"134",0.0341486550078116
"135",0.0339715921090828
"136",0.0337963882229815
"137",0.0336228626147204
"138",0.0334512171812094
"139",0.0332812959950388
"140",0.0331130613958521
"141",0.0329466059047263
"142",0.0327817308552767
"143",-0.0833691927746258
"144",0.0329197957016731
"145",0.0327571059624461
"146",0.0325960742356983
"147",0.0324366724616993
"148",0.032278793200021
"149",0.0321224220479053
"150",0.0319675335049396
"151",0.0318142150827043
"152",0.0316623062317376
"153",0.0315118426860863
"154",0.0313628374806285
"155",0.0312152111127943
"156",0.0310689698926581
"157",0.0309241785416816
"158",0.0307806826167507
"159",0.0306384932700894
"160",0.0304975310282316
"161",0.0303579479204927
"162",0.0302195533458871
"163",0.0300825878657633
"164",0.0299468125740532
"165",0.029812126635079
"166",0.0296787013976427
"167",0.0295464545852155
"168",0.0294153874347103
"169",0.0292855288971623
"170",0.0291566913983843
"171",0.029029063798589
"172",0.0289026102891512
"173",0.0287771788716782
"174",0.0286529272216285
"175",0.0285296392503369
"176",0.028407405681719
"177",0.0282862108124391
"178",0.0281660865184676
"179",0.0280469051976979
"180",0.00889989146890002
"181",0.132757095905617
"182",0.123699408557513
"183",-0.125579232251766
"184",0.142609972515856
"185",0.122883678533981
"186",0.00729672076886345
"187",-0.00214954461443995
"188",0.140542104792985
"189",0.139336319234644
"190",-0.109600613970542
"191",-0.0896876157712541
"192",0.175690467667664
"193",0.172355474065625
"194",0.169145270749141
"195",-0.0792522301580902
"196",0.0448931698701927
"197",-0.0612381362152519
"198",-0.0596936924503098
"199",-0.0582249943945499
"200",0.187476720133418
"201",0.183367299616293
"202",0.179434755291368
"203",-0.0689778418309288
"204",-0.0674601322716626
"205",-0.0826914967128687
"206",-0.0814007186327217
"207",-0.0801495543873898
"208",0.0441979752977204
"209",-0.0795965710512974
"210",-0.0784266081918759
"211",-0.0772903933884663
"212",-0.0761867207183968
"213",-0.0751141471937444
"214",-0.0740714922067127
"215",-0.0730572380161902
"216",0.192059620854707
"217",-0.0749011588923167
"218",-0.0739197619805054
"219",0.0504453136436496
"220",0.173378652320025
"221",0.17136007125373
"222",0.169388228609023
"223",-0.0969298837317183
"224",-0.0961055047046102
"225",-0.0952951307190233
"226",-0.0944982837445423
"227",-0.093714568989526
"228",-0.0929438672192191
"229",-0.0921856235891028
"230",-0.091439673988134
"231",-0.0907058207540103
"232",-0.0899836316548317
"233",0.034752578509142
"234",0.158616328757489
"235",0.157496130985237
"236",-0.0917888642234175
"237",0.174817092030935
"238",-0.0925674208156124
"239",0.173916095220193
"240",0.172194497727105
"241",-0.0947391496156342
"242",-0.0940443327053799
"243",-0.0933597313469363
"244",-0.0745040576912288
"245",-0.0737370069073222
"246",0.174607058837864
"247",0.17298202510392
"248",0.171387160437007
"249",0.169821408282587
"250",0.168284092740578
"251",0.16677446531321
"252",0.165291784418514
"253",0.163835344064864
"254",0.162404401600725
"255",-0.0867724959553016
"256",-0.0859647810484603
"257",-0.0851719967286044
"258",-0.0843936202581972
"259",-0.0836294937325874
"260",0.0491826620454958
"261",0.180400549206752
"262",0.178388196969536
"263",0.176420374848021
"264",0.17449549398043
"265",0.172612385753382
"266",0.17076944954897
"267",-0.0783326390264847
"268",-0.0774549684883823
"269",-0.076596634429734
"270",-0.0757572273778351
"271",-0.0749360413319664
"272",-0.0741324845348572
"273",-0.0733459043840412
"274",-0.0725758787630184
"275",-0.071821838071628
"276",-0.0710833182838542
"277",-0.0703599290627608
"278",-0.0696510913858219
"279",-0.0689563310916128
"280",-0.0682753192777454
"281",-0.0676075656338071
"282",-0.0669528578055179
"283",-0.0663107406562631
"284",-0.0656808528656256
"285",-0.0650627485665609
"286",-0.0644561788631108
"287",-0.0638607446308015
"288",-0.0632762983022985
"289",0.0611828185628838
"290",0.184622367250995
"291",0.183087876437639
"292",0.181578707159133
"293",0.180094355988331
"294",0.0546314709954459
"295",-0.0697614909113327
"296",-0.0691647954135988
"297",-0.0685783202152379
"298",0.055963349474041
"299",0.1795564423428
"300",0.0541202342647011
"301",0.0536909259790264
"302",0.0532684681493265
"303",0.1614435569536
"304",0.160566212278354
"305",-0.10463957308275
"306",-0.104214598384715
"307",-0.103793022510217
"308",0.145672392040069
"309",-0.0880283749957016
"310",0.0367677287449624
"311",0.160916676843044
"312",0.160074561010333
"313",0.159241294628373
"314",0.158416702444811
"315",0.157600564241875
"316",0.15679284221369
"317",0.155993387425042
"318",0.155202059038857
"319",-0.10909203866504
"320",0.0232042038569489
"321",0.154814260728017
"322",-0.109416748291551
"323",-0.10900701819628
"324",-0.108600313124043
"325",-0.108196705947194
"326",0.156014101710753
"327",0.0308561870078847
"328",-0.093647281972153
"329",-0.0931559822311101
"330",-0.0926698289677006
"331",-0.0921886905107385
"332",-0.0917125298547035
"333",-0.0912412844336359
"334",-0.0907748759509559
"335",-0.0903132216317317
"336",0.15894230300546
"337",0.158204778650543
"338",0.157474068084412
"339",-0.107255701435861
"340",-0.106884927947249
"341",-0.106516702997396
"342",-0.106151012576447
"343",-0.10578781388358
"344",0.143765855375023
"345",0.143322322694075
"346",0.14288145678438
"347",0.142443376746087
"348",-0.107194353515297
"349",-0.106834525071463
"350",-0.106477156190522
"351",-0.106122125727779
"352",-0.10576944573404
"353",-0.105419095380057
"354",-0.105071107751428
"355",-0.104725369041262
"356",0.0202112001024943
"357",-0.104446195919081
"358",-0.104105839836848
"359",-0.103767689148299
"360",-0.103431745692433
"361",-0.103097962817628
"362",-0.102766322195748
"363",-0.102436808194398
"364",-0.102109395773368
"365",-0.101784082969971
"366",-0.101460854752077
"367",-0.101139709377094
"368",-0.100820530929923
"369",-0.100503376854249
"370",-0.100188248383347
"371",-0.0998751066035766
"372",-0.0995638778949797
"373",-0.0992546195429895
"374",-0.0989472386336274
"375",-0.0986418147476797
"376",-0.0983381938367529
"377",-0.0980364754359471
"378",-0.11489031387282
"379",-0.114663021546221
"380",-0.114436640060376
"381",-0.114211152838834
"382",-0.113986552834831
"383",-0.11376284805192
"384",-0.113539994030361
"385",-0.113318023202737
"386",-0.113096921233591
"387",-0.112876653323838
"388",-0.112657300252977
"389",-0.112438784390179
"390",-0.112221076988135
"391",-0.112004254748172
"392",-0.111788253481791
"393",-0.111573103797127
"394",-0.111358769510844
"395",-0.111145244109139
"396",-0.110932565206895
"397",-0.110720702545223
"398",0.157037888999184
"399",0.0229389233845723
"400",0.0228870743449079
"401",-0.110937783230838
"402",0.0230716164733167
"403",-0.110774809225404
"404",-0.11056641174946
"405",-0.11035880324016
"406",-0.110151948654675
"407",-0.109945913867705
"408",-0.109740636948118
"409",-0.109536107005624
"410",-0.109332355317747
"411",0.158776575741285
"412",-0.109459307612269
"413",0.033937662246899
"414",0.0246480785917811
"415",-0.109379584011549
"416",-0.109178790387887
"417",-0.108978711830787
"418",-0.108779332298582
"419",-0.108580724874628
"420",-0.108382836820965
"421",-0.108185662422329
"422",-0.107989223984987
"423",-0.107793475666767
"424",-0.107598471508027
"425",-0.107404181624588
"426",-0.107210558622683
"427",-0.107017656437165
"428",-0.106825425882562
"429",-0.106633867215351
"430",-0.106443002661763
"431",-0.106252842402682
"432",-0.106063327626543
"433",-0.105874537539421
"434",-0.105686387840251
"435",-0.105498926266591
"436",-0.105312139370653
"437",-0.105125996311472
"438",0.144646225704491
"439",0.144419169282628
"440",0.144192809601009
"441",0.143967178571984
"442",0.00928026740257337
"443",0.143728991148237
"444",-0.125432832177466
"445",-0.125302641878079
"446",-0.125172707201273
"447",0.144013596949662
"448",0.143790277725202
"449",0.143567645633084
"450",0.143345722559388
"451",0.143124482216081
"452",-0.106690658938533
"453",-0.106506459480443
"454",-0.10632291791444
"455",-0.106139958474159
"456",-0.105957660178319
"457",-0.105775987271045
"458",-0.105594938480863
"459",-0.105414493793432
"460",-0.105234674752865
"461",-0.105055468742648
"462",-0.104876859559226
"463",-0.104698868690321
"464",-0.104521479946925
"465",-0.104344716570267
"466",-0.104168539915918
"467",-0.103992943397316
"468",-0.10381794091154
"469",-0.103643538886899
"470",-0.103469710204081
"471",-0.103296452058203
"472",-0.103123798740853
"473",-0.102951699185724
"474",-0.102780196888489
"475",-0.102609290806868
"476",-0.102438908070326
"477",-0.10226910127858
"478",-0.10209987322196
"479",-0.101931206419977
"480",-0.101763061540623
"481",-0.101595474507121
"482",-0.101428449854211
"483",-0.101262001380746
"484",-0.080515880639723
"485",-0.0803124683006899
"486",-0.0801100587941619
"487",-0.0799086446440924
"488",-0.0797082208991924
"489",-0.0795088415343344
"490",0.0453829009165929
"491",-0.0794189270764036
"492",-0.0792217060097755
"493",-0.0790255035972223
"494",-0.0788302354721964
"495",-0.0786359413468745
"496",-0.0784426165664627
"497",-0.078250202943309
"498",0.171368320412512
"499",0.170988539850441
"500",-0.0788190083658264
"501",0.0460739588033903
"502",0.170697496070716
"503",0.0455920761723974
"504",0.045487138804674
"505",0.170114528284103
"506",0.169743512695277
"507",-0.080064081299497
"508",-0.0798726254670328
"509",-0.079682065779707
"510",-0.0794924274177902
"511",-0.0793036591076088
"512",0.190934862728682
"513",0.19033513901195
"514",0.189739169634777
"515",0.189146881079068
"516",-0.0606474952091958
"517",-0.0809210342067672
"518",-0.0807328168339154
"519",-0.0805454720484704
"520",-0.0803590244631778
"521",-0.0801733961343416
"522",-0.0799886401564436
"523",-0.0798047354182927
"524",0.190345668719601
"525",0.189766641313327
"526",0.189191108211162
"527",0.188619053687944
"528",0.188050509808818
"529",0.187485363287124
"530",0.18692359945635
"531",-0.0829269863443187
"532",-0.0827411660593498
"533",-0.0825561555375316
"534",-0.0823719724994589
"535",-0.0619811839005706
"536",-0.06178251925121
"537",0.0630235172939138
"538",0.0628307149945613
"539",0.0626390813085891
"540",0.0624486184515263
"541",0.0622593541629612
"542",-0.0625432172109868
"543",-0.0623470714963332
"544",-0.0621521159046097
"545",-0.061958407448401
"546",-0.0617658667706564
"547",-0.0615745332070219
"548",-0.0613844106392207
"549",-0.0611954232681455
"550",0.063616511049986
"551",0.0634295394920628
"552",0.0632436575378961
"553",0.0630588482727035
"554",0.062875141731638
"555",-0.0619369458945584
"556",0.0628804017687798
"557",0.0626988253334275
"558",-0.0621143845764891
"559",-0.0619287450135744
"560",-0.0617441807335126
"561",-0.06156070149882
"562",0.0632587670243083
"563",0.0630792952433694
"564",0.0629008433024865
"565",0.0627234050589323
"566",-0.0620941718789254
"567",-0.0619128007820109
"568",-0.0617325196362799
"569",-0.06155327684246
"570",-0.0613750539905595
"571",-0.0611978984907182
"572",-0.0610217220473714
"573",0.0638018943482166
"574",0.0636264829317952
"575",-0.0611983518447232
"576",0.188306804215244
"577",-0.0818123373101116
"578",-0.0816517725652375
"579",-0.0814918597861833
"580",-0.0813325695562526
"581",-0.0811739148466586
"582",-0.0810158608601341
"583",-0.0808584243713995
"584",-0.0807016053186089
"585",-0.0805453840257542
"586",-0.0803897877867712
"587",-0.0802347914086567
"588",-0.0800803807051125
"589",-0.0799265865698544
"590",-0.0797733714025526
"591",-0.0796207426901674
"592",0.0556388069544482
"593",0.055515947551612
"594",0.190393024498917
"595",0.189912844409264
"596",0.189435122016221
"597",0.188959781553422
"598",0.188486844801446
"599",0.188016293890541
"600",0.187548058635002
"601",-0.0622834880250593
"602",0.187251471092168
"603",0.186788740405973
"604",0.186328300791502
"605",0.185870111705299
"606",0.0607143599263509
"607",-0.0641147866008396
"608",-0.0639448349120357
"609",-0.0637758334978571
"610",-0.0636076832633989
"611",-0.0634404413794982
"612",-0.0632740435357846
"613",-0.0631085423920013
"614",0.186442529664419
"615",-0.0633920667296479
"616",-0.0632274955314642
"617",0.186327263136263
"618",0.185884175911269
"619",0.185443190066508
"620",0.18500426378705
"621",-0.0648290347016882
"622",-0.0646632098432747
"623",-0.0644982054673164
"624",-0.0643340565202379
"625",-0.0641707525155653
"626",-0.0640082625286595
"627",-0.0638466070176946
"628",-0.0636857410518132
"629",-0.0635256973619107
"630",-0.0633664698452776
"631",-0.0632080160667101
"632",-0.063050366616153
"633",-0.0628935175864171
"634",-0.0627374209434493
"635",-0.0625820731765998
"636",-0.0624275067493727
"637",0.0624244433856802
"638",0.0622771038833889
"639",0.0621304697961023
"640",0.0619845006203832
"641",0.186564396248286
"642",0.186146163741796
"643",0.185729814229489
"644",0.185315321512462
"645",0.184902698721999
"646",0.184491908159544
"647",0.18408294945948
"648",-0.0657586895358691
"649",-0.0656010646380309
"650",-0.0654442362501868
"651",0.184150494264031
"652",0.183747011957166
"653",0.183345280289359
"654",-0.085934877895852
"655",-0.085793998605368
"656",-0.085653598069257
"657",-0.0855136451173166
"658",-0.0853741770715715
"659",-0.085235150760127
"660",-0.0850965549980174
"661",-0.0849584571915329
"662",-0.0848207751114387
"663",-0.0846835398479016
"664",-0.0845467553735944
"665",-0.0844104015341145
"666",-0.0842745047884819
"667",-0.0841390360419609
"668",-0.0840039993036044
"669",-0.0838693955083727
"670",-0.0837352315793396
"671",-0.08360149654618
"672",-0.0834681587275554
"673",-0.0833352740883129
"674",-0.0832028035274561
"675",-0.083070755479639
"676",-0.0829391250445042
"677",-0.0828078926206217
"678",-0.0826771225638367
"679",-0.0825467187623872
"680",-0.0824167528426187
"681",-0.0822871788914199
"682",-0.0821580126576009
"683",-0.0820292712542141
"684",-0.081900925060836
"685",-0.0817729810041783
"686",0.167988597526346
"687",0.167750844544571
"688",0.167513787755524
"689",0.167277386679416
"690",0.167041647291626
"691",0.166806576986346
"692",0.166572183095923
"693",0.166338441295011
"694",0.16610537764609
"695",0.16587294634337
"696",-0.103856824638569
"697",-0.103752564162278
"698",-0.103648512247673
"699",-0.103544665151276
"700",-0.103441036058939
"701",-0.103337597902282
"702",-0.103234385031101
"703",-0.103131375690282
"704",-0.103028568255468
"705",-0.102925969536955
"706",-0.102823574748982
"707",0.0321919291272934
"708",-0.102755292376969
"709",-0.102653391786589
"710",0.0323823124654155
"711",0.167221493245961
"712",0.0321372576727299
"713",-0.10280356352996
"714",-0.102702190002674
"715",-0.102601010014041
"716",-0.102500026137932
"717",-0.102399265933855
