"","time","mid"
"2691",26900000000000,9809.25
"2692",26910000000000,9809.25
"2693",26920000000000,9809.25
"2694",26930000000000,9809.25
"2695",26940000000000,9809.25
"2696",26950000000000,9809.25
"2697",26960000000000,9809.25
"2698",26970000000000,9809.25
"2699",26980000000000,9809.25
"2700",26990000000000,9808.75
"2701",27000000000000,9808.75
"2702",27010000000000,9811.75
"2703",27020000000000,9811.75
"2704",27030000000000,9812.25
"2705",27040000000000,9811.75
"2706",27050000000000,9812
"2707",27060000000000,9811.75
"2708",27070000000000,9812.25
"2709",27080000000000,9812.25
"2710",27090000000000,9812.25
"2711",27100000000000,9812.75
"2712",27110000000000,9813.25
"2713",27120000000000,9813.25
"2714",27130000000000,9813.25
"2715",27140000000000,9813.25
"2716",27150000000000,9813.25
"2717",27160000000000,9813.75
"2718",27170000000000,9813.75
"2719",27180000000000,9813.75
"2720",27190000000000,9813.75
"2721",27200000000000,9813.75
"2722",27210000000000,9813.75
"2723",27220000000000,9813.75
"2724",27230000000000,9813.75
"2725",27240000000000,9813.25
"2726",27250000000000,9813.25
"2727",27260000000000,9813.25
"2728",27270000000000,9813.25
"2729",27280000000000,9813.25
"2730",27290000000000,9813.25
"2731",27300000000000,9813.25
"2732",27310000000000,9813.25
"2733",27320000000000,9813.25
"2734",27330000000000,9813.25
"2735",27340000000000,9813.25
"2736",27350000000000,9813.75
"2737",27360000000000,9813.25
"2738",27370000000000,9813.25
"2739",27380000000000,9813.25
"2740",27390000000000,9813.25
"2741",27400000000000,9813.25
"2742",27410000000000,9813.25
"2743",27420000000000,9812.75
"2744",27430000000000,9812.75
"2745",27440000000000,9812.75
"2746",27450000000000,9812.75
"2747",27460000000000,9812.75
"2748",27470000000000,9812.75
"2749",27480000000000,9812.75
"2750",27490000000000,9812.75
"2751",27500000000000,9812.75
"2752",27510000000000,9812.75
"2753",27520000000000,9812.75
"2754",27530000000000,9812.75
"2755",27540000000000,9812.75
"2756",27550000000000,9812.75
"2757",27560000000000,9813.25
"2758",27570000000000,9812.75
"2759",27580000000000,9813.25
"2760",27590000000000,9813.25
"2761",27600000000000,9812.75
"2762",27610000000000,9812.75
"2763",27620000000000,9812.75
"2764",27630000000000,9813.25
"2765",27640000000000,9813.25
"2766",27650000000000,9813.25
"2767",27660000000000,9813.25
"2768",27670000000000,9813.25
"2769",27680000000000,9813.25
"2770",27690000000000,9813.25
"2771",27700000000000,9813.25
"2772",27710000000000,9813.25
"2773",27720000000000,9813.25
"2774",27730000000000,9813.25
"2775",27740000000000,9813.25
"2776",27750000000000,9813.25
"2777",27760000000000,9813.25
"2778",27770000000000,9813.25
"2779",27780000000000,9813.25
"2780",27790000000000,9813.5
"2781",27800000000000,9813.75
"2782",27810000000000,9813.75
"2783",27820000000000,9813.75
"2784",27830000000000,9813.75
"2785",27840000000000,9813.75
"2786",27850000000000,9813.75
"2787",27860000000000,9813.75
"2788",27870000000000,9813.75
"2789",27880000000000,9813.75
"2790",27890000000000,9813.75
"2791",27900000000000,9813.75
"2792",27910000000000,9813.75
"2793",27920000000000,9813.75
"2794",27930000000000,9813.75
"2795",27940000000000,9813.75
"2796",27950000000000,9813.75
"2797",27960000000000,9813.75
"2798",27970000000000,9813.75
"2799",27980000000000,9813.75
"2800",27990000000000,9813.75
"2801",28000000000000,9813.75
"2802",28010000000000,9813.75
"2803",28020000000000,9813.75
"2804",28030000000000,9813.75
"2805",28040000000000,9813.75
"2806",28050000000000,9813.75
"2807",28060000000000,9813.75
"2808",28070000000000,9813.75
"2809",28080000000000,9813.75
"2810",28090000000000,9813.75
"2811",28100000000000,9813.75
"2812",28110000000000,9813.75
"2813",28120000000000,9813.75
"2814",28130000000000,9813.75
"2815",28140000000000,9813.75
"2816",28150000000000,9813.75
"2817",28160000000000,9813.75
"2818",28170000000000,9813.75
"2819",28180000000000,9813.75
"2820",28190000000000,9813.75
"2821",28200000000000,9813.75
"2822",28210000000000,9813.75
"2823",28220000000000,9813.25
"2824",28230000000000,9813.25
"2825",28240000000000,9812.75
"2826",28250000000000,9812.75
"2827",28260000000000,9812.75
"2828",28270000000000,9812.75
"2829",28280000000000,9813.25
"2830",28290000000000,9813.25
"2831",28300000000000,9813.25
"2832",28310000000000,9813.25
"2833",28320000000000,9813.25
"2834",28330000000000,9813.25
"2835",28340000000000,9813.25
"2836",28350000000000,9813.25
"2837",28360000000000,9813.25
"2838",28370000000000,9813.25
"2839",28380000000000,9812.75
"2840",28390000000000,9813
"2841",28400000000000,9813.25
"2842",28410000000000,9812.75
"2843",28420000000000,9812.75
"2844",28430000000000,9812.75
"2845",28440000000000,9812.75
"2846",28450000000000,9813.25
"2847",28460000000000,9813.25
"2848",28470000000000,9813.25
"2849",28480000000000,9813.25
"2850",28490000000000,9813.25
"2851",28500000000000,9813.25
"2852",28510000000000,9813.25
"2853",28520000000000,9813.25
"2854",28530000000000,9813.25
"2855",28540000000000,9813.25
"2856",28550000000000,9813.25
"2857",28560000000000,9813.25
"2858",28570000000000,9813.25
"2859",28580000000000,9812.75
"2860",28590000000000,9812.75
"2861",28600000000000,9812.75
"2862",28610000000000,9812.75
"2863",28620000000000,9812.75
"2864",28630000000000,9812.75
"2865",28640000000000,9812.75
"2866",28650000000000,9812.75
"2867",28660000000000,9812.75
"2868",28670000000000,9812.75
"2869",28680000000000,9812.75
"2870",28690000000000,9812.75
"2871",28700000000000,9812.75
"2872",28710000000000,9812.75
"2873",28720000000000,9812.75
"2874",28730000000000,9812.75
"2875",28740000000000,9812.75
"2876",28750000000000,9812.75
"2877",28760000000000,9812.75
"2878",28770000000000,9812.75
"2879",28780000000000,9812.75
"2880",28790000000000,9812.75
"2881",28800000000000,9812.75
"2882",28810000000000,9812.75
"2883",28820000000000,9812.75
"2884",28830000000000,9812.75
"2885",28840000000000,9812.75
"2886",28850000000000,9812.75
"2887",28860000000000,9812.75
"2888",28870000000000,9812.75
"2889",28880000000000,9812.75
"2890",28890000000000,9812.75
"2891",28900000000000,9812.75
"2892",28910000000000,9812.75
"2893",28920000000000,9812.75
"2894",28930000000000,9812.75
"2895",28940000000000,9812.75
"2896",28950000000000,9812.75
"2897",28960000000000,9812.75
"2898",28970000000000,9812.25
"2899",28980000000000,9812.25
"2900",28990000000000,9812.25
"2901",29000000000000,9812.25
"2902",29010000000000,9812.25
"2903",29020000000000,9812.25
"2904",29030000000000,9812.25
"2905",29040000000000,9812.25
"2906",29050000000000,9812.25
"2907",29060000000000,9812.25
"2908",29070000000000,9812.25
"2909",29080000000000,9812.25
"2910",29090000000000,9812.25
"2911",29100000000000,9812.25
"2912",29110000000000,9812.25
"2913",29120000000000,9812.25
"2914",29130000000000,9812.25
"2915",29140000000000,9812.25
"2916",29150000000000,9812.25
"2917",29160000000000,9812.25
"2918",29170000000000,9812.75
"2919",29180000000000,9812.5
"2920",29190000000000,9812.5
"2921",29200000000000,9812.25
"2922",29210000000000,9812.5
"2923",29220000000000,9812.25
"2924",29230000000000,9812.25
"2925",29240000000000,9812.25
"2926",29250000000000,9812.25
"2927",29260000000000,9812.25
"2928",29270000000000,9812.25
"2929",29280000000000,9812.25
"2930",29290000000000,9812.25
"2931",29300000000000,9812.75
"2932",29310000000000,9812.25
"2933",29320000000000,9812.75
"2934",29330000000000,9812.5
"2935",29340000000000,9812.25
"2936",29350000000000,9812.25
"2937",29360000000000,9812.25
"2938",29370000000000,9812.25
"2939",29380000000000,9812.25
"2940",29390000000000,9812.25
"2941",29400000000000,9812.25
"2942",29410000000000,9812.25
"2943",29420000000000,9812.25
"2944",29430000000000,9812.25
"2945",29440000000000,9812.25
"2946",29450000000000,9812.25
"2947",29460000000000,9812.25
"2948",29470000000000,9812.25
"2949",29480000000000,9812.25
"2950",29490000000000,9812.25
"2951",29500000000000,9812.25
"2952",29510000000000,9812.25
"2953",29520000000000,9812.25
"2954",29530000000000,9812.25
"2955",29540000000000,9812.25
"2956",29550000000000,9812.25
"2957",29560000000000,9812.25
"2958",29570000000000,9812.25
"2959",29580000000000,9812.25
"2960",29590000000000,9812.25
"2961",29600000000000,9812.25
"2962",29610000000000,9812
"2963",29620000000000,9812.25
"2964",29630000000000,9811.75
"2965",29640000000000,9811.75
"2966",29650000000000,9811.75
"2967",29660000000000,9812.25
"2968",29670000000000,9812.25
"2969",29680000000000,9812.25
"2970",29690000000000,9812.25
"2971",29700000000000,9812.25
"2972",29710000000000,9812.25
"2973",29720000000000,9812.25
"2974",29730000000000,9812.25
"2975",29740000000000,9812.25
"2976",29750000000000,9812.25
"2977",29760000000000,9812.25
"2978",29770000000000,9812.25
"2979",29780000000000,9812.25
"2980",29790000000000,9812.25
"2981",29800000000000,9812.25
"2982",29810000000000,9812.25
"2983",29820000000000,9812.25
"2984",29830000000000,9812.25
"2985",29840000000000,9812.25
"2986",29850000000000,9812.25
"2987",29860000000000,9812.25
"2988",29870000000000,9812.25
"2989",29880000000000,9812.25
"2990",29890000000000,9812.25
"2991",29900000000000,9812.25
"2992",29910000000000,9812.25
"2993",29920000000000,9812.25
"2994",29930000000000,9812.25
"2995",29940000000000,9812.25
"2996",29950000000000,9812.25
"2997",29960000000000,9812.25
"2998",29970000000000,9812.25
"2999",29980000000000,9812.25
"3000",29990000000000,9812.25
"3001",30000000000000,9812.25
"3002",30010000000000,9812.25
"3003",30020000000000,9812.25
"3004",30030000000000,9812.75
"3005",30040000000000,9812.75
"3006",30050000000000,9812.75
"3007",30060000000000,9812.75
"3008",30070000000000,9812.75
"3009",30080000000000,9812.75
"3010",30090000000000,9812.75
"3011",30100000000000,9812.75
"3012",30110000000000,9812.75
"3013",30120000000000,9812.75
"3014",30130000000000,9812.75
"3015",30140000000000,9812.75
"3016",30150000000000,9812.75
"3017",30160000000000,9812.75
"3018",30170000000000,9812.75
"3019",30180000000000,9812.75
"3020",30190000000000,9812.75
"3021",30200000000000,9812.75
"3022",30210000000000,9812.75
"3023",30220000000000,9812.75
"3024",30230000000000,9812.75
"3025",30240000000000,9812.75
"3026",30250000000000,9812.75
"3027",30260000000000,9812.75
"3028",30270000000000,9812.75
"3029",30280000000000,9812.75
"3030",30290000000000,9812.75
"3031",30300000000000,9812.75
"3032",30310000000000,9813.25
"3033",30320000000000,9813.25
"3034",30330000000000,9813.25
"3035",30340000000000,9813.25
"3036",30350000000000,9813.25
"3037",30360000000000,9812.75
"3038",30370000000000,9812.75
"3039",30380000000000,9812.75
"3040",30390000000000,9812.75
"3041",30400000000000,9812.75
"3042",30410000000000,9812.75
"3043",30420000000000,9812.75
"3044",30430000000000,9813.25
"3045",30440000000000,9813.25
"3046",30450000000000,9813.25
"3047",30460000000000,9813.25
"3048",30470000000000,9813.25
"3049",30480000000000,9813.25
"3050",30490000000000,9813.25
"3051",30500000000000,9812.75
"3052",30510000000000,9812.75
"3053",30520000000000,9812.75
"3054",30530000000000,9812.75
"3055",30540000000000,9813.25
"3056",30550000000000,9813.25
"3057",30560000000000,9813.25
"3058",30570000000000,9813.25
"3059",30580000000000,9813.25
"3060",30590000000000,9813.25
"3061",30600000000000,9813.25
"3062",30610000000000,9813.25
"3063",30620000000000,9813.25
"3064",30630000000000,9813.25
"3065",30640000000000,9813.25
"3066",30650000000000,9813.25
"3067",30660000000000,9813.25
"3068",30670000000000,9813.25
"3069",30680000000000,9813.25
"3070",30690000000000,9813.25
"3071",30700000000000,9813.25
"3072",30710000000000,9813.25
"3073",30720000000000,9813.25
"3074",30730000000000,9813.25
"3075",30740000000000,9813.25
"3076",30750000000000,9813.25
"3077",30760000000000,9813.25
"3078",30770000000000,9813.25
"3079",30780000000000,9813.25
"3080",30790000000000,9813.25
"3081",30800000000000,9813.25
"3082",30810000000000,9813.25
"3083",30820000000000,9813.25
"3084",30830000000000,9813.25
"3085",30840000000000,9813.25
"3086",30850000000000,9813.25
"3087",30860000000000,9813.25
"3088",30870000000000,9813.25
"3089",30880000000000,9813.25
"3090",30890000000000,9813.25
"3091",30900000000000,9813.25
"3092",30910000000000,9813.25
"3093",30920000000000,9813.25
"3094",30930000000000,9813.25
"3095",30940000000000,9813.25
"3096",30950000000000,9813.25
"3097",30960000000000,9812.75
"3098",30970000000000,9812.75
"3099",30980000000000,9812.75
"3100",30990000000000,9812.75
"3101",31000000000000,9812.75
"3102",31010000000000,9812.75
"3103",31020000000000,9812.75
"3104",31030000000000,9812.75
"3105",31040000000000,9812.75
"3106",31050000000000,9812.75
"3107",31060000000000,9812.75
"3108",31070000000000,9812.75
"3109",31080000000000,9812.75
"3110",31090000000000,9812.75
"3111",31100000000000,9812.75
"3112",31110000000000,9813
"3113",31120000000000,9813
"3114",31130000000000,9813.25
"3115",31140000000000,9813.25
"3116",31150000000000,9813.25
"3117",31160000000000,9813.25
"3118",31170000000000,9813.25
"3119",31180000000000,9813.25
"3120",31190000000000,9813.25
"3121",31200000000000,9813.25
"3122",31210000000000,9813.25
"3123",31220000000000,9813.25
"3124",31230000000000,9813.25
"3125",31240000000000,9813.25
"3126",31250000000000,9813.25
"3127",31260000000000,9813.25
"3128",31270000000000,9813.25
"3129",31280000000000,9813.25
"3130",31290000000000,9813.25
"3131",31300000000000,9813.25
"3132",31310000000000,9813.25
"3133",31320000000000,9813.25
"3134",31330000000000,9813.25
"3135",31340000000000,9813.25
"3136",31350000000000,9813.25
"3137",31360000000000,9813.25
"3138",31370000000000,9813.25
"3139",31380000000000,9813.25
"3140",31390000000000,9813.25
"3141",31400000000000,9813.25
"3142",31410000000000,9813.25
"3143",31420000000000,9813.25
"3144",31430000000000,9813.25
"3145",31440000000000,9813.25
"3146",31450000000000,9813.25
"3147",31460000000000,9813.25
"3148",31470000000000,9813.25
"3149",31480000000000,9813.25
"3150",31490000000000,9813.25
"3151",31500000000000,9813.25
"3152",31510000000000,9813.25
"3153",31520000000000,9813.25
"3154",31530000000000,9813.25
"3155",31540000000000,9813.25
"3156",31550000000000,9813.25
"3157",31560000000000,9813.25
"3158",31570000000000,9813.25
"3159",31580000000000,9813.25
"3160",31590000000000,9813.25
"3161",31600000000000,9813.25
"3162",31610000000000,9813.25
"3163",31620000000000,9813.25
"3164",31630000000000,9813.25
"3165",31640000000000,9813.25
"3166",31650000000000,9813.25
"3167",31660000000000,9813.25
"3168",31670000000000,9813.25
"3169",31680000000000,9813.25
"3170",31690000000000,9813.25
"3171",31700000000000,9813.25
"3172",31710000000000,9813.25
"3173",31720000000000,9813.25
"3174",31730000000000,9812.75
"3175",31740000000000,9812.75
"3176",31750000000000,9812.75
"3177",31760000000000,9812.75
"3178",31770000000000,9812.75
"3179",31780000000000,9812.75
"3180",31790000000000,9812.75
"3181",31800000000000,9812.75
"3182",31810000000000,9812.75
"3183",31820000000000,9812.75
"3184",31830000000000,9812.75
"3185",31840000000000,9812.75
"3186",31850000000000,9812.75
"3187",31860000000000,9812.75
"3188",31870000000000,9812.75
"3189",31880000000000,9812.75
"3190",31890000000000,9812.75
"3191",31900000000000,9812.75
"3192",31910000000000,9812.75
"3193",31920000000000,9812.75
"3194",31930000000000,9812.75
"3195",31940000000000,9812.75
"3196",31950000000000,9812.75
"3197",31960000000000,9812.75
"3198",31970000000000,9812.75
"3199",31980000000000,9812.75
"3200",31990000000000,9812.75
"3201",32000000000000,9812.75
"3202",32010000000000,9812.75
"3203",32020000000000,9812.75
"3204",32030000000000,9812.75
"3205",32040000000000,9812.75
"3206",32050000000000,9812.75
"3207",32060000000000,9812.75
"3208",32070000000000,9812.75
"3209",32080000000000,9812.75
"3210",32090000000000,9812.75
"3211",32100000000000,9812.75
"3212",32110000000000,9812.75
"3213",32120000000000,9812.75
"3214",32130000000000,9812.75
"3215",32140000000000,9812.75
"3216",32150000000000,9812.25
"3217",32160000000000,9812.25
"3218",32170000000000,9812.25
"3219",32180000000000,9812.25
"3220",32190000000000,9812.25
"3221",32200000000000,9812.25
"3222",32210000000000,9812.25
"3223",32220000000000,9812.25
"3224",32230000000000,9812.25
"3225",32240000000000,9812.25
"3226",32250000000000,9812.25
"3227",32260000000000,9812.5
"3228",32270000000000,9812.25
"3229",32280000000000,9812.25
"3230",32290000000000,9812.5
"3231",32300000000000,9812.75
"3232",32310000000000,9812.5
"3233",32320000000000,9812.25
"3234",32330000000000,9812.25
"3235",32340000000000,9812.25
"3236",32350000000000,9812.25
"3237",32360000000000,9812.25
"3238",32370000000000,9812.5
"3239",32380000000000,9812.5
"3240",32390000000000,9812.25
"3241",32400000000000,9812.5
"3242",32410000000000,9812.25
"3243",32420000000000,9812.25
"3244",32430000000000,9812.25
"3245",32440000000000,9812.25
"3246",32450000000000,9812.25
"3247",32460000000000,9812.25
"3248",32470000000000,9812.25
"3249",32480000000000,9812.25
"3250",32490000000000,9812.25
"3251",32500000000000,9812.25
"3252",32510000000000,9812.25
"3253",32520000000000,9812.25
"3254",32530000000000,9812.25
"3255",32540000000000,9812.25
"3256",32550000000000,9812.25
"3257",32560000000000,9812.25
"3258",32570000000000,9812.25
"3259",32580000000000,9812.25
"3260",32590000000000,9812.25
"3261",32600000000000,9812.25
"3262",32610000000000,9812.25
"3263",32620000000000,9812.25
"3264",32630000000000,9812.25
"3265",32640000000000,9812.25
"3266",32650000000000,9812.25
"3267",32660000000000,9812.25
"3268",32670000000000,9812.25
"3269",32680000000000,9812.25
"3270",32690000000000,9812.25
"3271",32700000000000,9812.25
"3272",32710000000000,9812.25
"3273",32720000000000,9812.25
"3274",32730000000000,9812.25
"3275",32740000000000,9812.25
"3276",32750000000000,9812.25
"3277",32760000000000,9812.25
"3278",32770000000000,9812.25
"3279",32780000000000,9812.25
"3280",32790000000000,9812.25
"3281",32800000000000,9812.25
"3282",32810000000000,9812.25
"3283",32820000000000,9812.25
"3284",32830000000000,9812.25
"3285",32840000000000,9812.25
"3286",32850000000000,9812.25
"3287",32860000000000,9812.25
"3288",32870000000000,9812.25
"3289",32880000000000,9812.25
"3290",32890000000000,9812.25
"3291",32900000000000,9812.25
"3292",32910000000000,9812.25
"3293",32920000000000,9812.25
"3294",32930000000000,9812.25
"3295",32940000000000,9811.75
"3296",32950000000000,9811.75
"3297",32960000000000,9811.75
"3298",32970000000000,9811.75
"3299",32980000000000,9811.75
"3300",32990000000000,9811.75
"3301",33000000000000,9811.75
"3302",33010000000000,9811.75
"3303",33020000000000,9811.75
"3304",33030000000000,9811.75
"3305",33040000000000,9811.75
"3306",33050000000000,9811.75
"3307",33060000000000,9811.75
"3308",33070000000000,9811.75
"3309",33080000000000,9811.75
"3310",33090000000000,9811.75
"3311",33100000000000,9811.75
"3312",33110000000000,9811.75
"3313",33120000000000,9811.75
"3314",33130000000000,9811.75
"3315",33140000000000,9811.75
"3316",33150000000000,9811.75
"3317",33160000000000,9811.75
"3318",33170000000000,9811.75
"3319",33180000000000,9811.75
"3320",33190000000000,9811.75
"3321",33200000000000,9811.75
"3322",33210000000000,9811.75
"3323",33220000000000,9811.75
"3324",33230000000000,9811.75
"3325",33240000000000,9811.75
"3326",33250000000000,9811.75
"3327",33260000000000,9811.75
"3328",33270000000000,9811.75
"3329",33280000000000,9811.75
"3330",33290000000000,9811.75
"3331",33300000000000,9811.75
"3332",33310000000000,9811.25
"3333",33320000000000,9811.25
"3334",33330000000000,9811.25
"3335",33340000000000,9811.25
"3336",33350000000000,9811.25
"3337",33360000000000,9811.25
"3338",33370000000000,9811.25
"3339",33380000000000,9811.25
"3340",33390000000000,9811.25
"3341",33400000000000,9811.25
"3342",33410000000000,9811.25
"3343",33420000000000,9811.25
"3344",33430000000000,9811.25
"3345",33440000000000,9811.25
"3346",33450000000000,9811.25
"3347",33460000000000,9811.25
"3348",33470000000000,9811.25
"3349",33480000000000,9811.25
"3350",33490000000000,9811.25
"3351",33500000000000,9811.25
"3352",33510000000000,9811.25
"3353",33520000000000,9811.25
"3354",33530000000000,9811.25
"3355",33540000000000,9811.25
"3356",33550000000000,9811.25
"3357",33560000000000,9811.25
"3358",33570000000000,9811.25
"3359",33580000000000,9811.25
"3360",33590000000000,9811.25
"3361",33600000000000,9811.25
"3362",33610000000000,9811.25
"3363",33620000000000,9811.25
"3364",33630000000000,9811.25
"3365",33640000000000,9811.25
"3366",33650000000000,9811.25
"3367",33660000000000,9811.25
"3368",33670000000000,9811.25
"3369",33680000000000,9811.25
"3370",33690000000000,9811.25
"3371",33700000000000,9811.25
"3372",33710000000000,9811.25
"3373",33720000000000,9811.25
"3374",33730000000000,9811.25
"3375",33740000000000,9811.25
"3376",33750000000000,9811.25
"3377",33760000000000,9811.25
"3378",33770000000000,9811.25
"3379",33780000000000,9811.25
"3380",33790000000000,9811.25
"3381",33800000000000,9811.25
"3382",33810000000000,9811.75
"3383",33820000000000,9811.75
"3384",33830000000000,9811.75
"3385",33840000000000,9811.75
"3386",33850000000000,9811.75
"3387",33860000000000,9811.75
"3388",33870000000000,9811.75
"3389",33880000000000,9811.75
"3390",33890000000000,9811.25
"3391",33900000000000,9811.25
"3392",33910000000000,9811.75
"3393",33920000000000,9811.75
"3394",33930000000000,9811.25
"3395",33940000000000,9811.25
"3396",33950000000000,9811.25
"3397",33960000000000,9811.25
"3398",33970000000000,9811.25
"3399",33980000000000,9811.25
"3400",33990000000000,9811.25
"3401",34000000000000,9811.25
"3402",34010000000000,9811.25
"3403",34020000000000,9811.25
"3404",34030000000000,9811.25
"3405",34040000000000,9811.25
"3406",34050000000000,9811.25
"3407",34060000000000,9811.25
"3408",34070000000000,9811.25
"3409",34080000000000,9811.25
"3410",34090000000000,9811.25
"3411",34100000000000,9811.25
"3412",34110000000000,9811.25
"3413",34120000000000,9811.25
"3414",34130000000000,9811.25
"3415",34140000000000,9811.25
"3416",34150000000000,9811.25
"3417",34160000000000,9811.25
"3418",34170000000000,9811.25
"3419",34180000000000,9811.25
"3420",34190000000000,9811.25
"3421",34200000000000,9811.25
"3422",34210000000000,9811.25
"3423",34220000000000,9811.25
"3424",34230000000000,9811.25
"3425",34240000000000,9811.25
"3426",34250000000000,9811.25
"3427",34260000000000,9811.25
"3428",34270000000000,9811.25
"3429",34280000000000,9811.25
"3430",34290000000000,9811.25
"3431",34300000000000,9811.25
"3432",34310000000000,9811.25
"3433",34320000000000,9811.25
"3434",34330000000000,9811.25
"3435",34340000000000,9811.25
"3436",34350000000000,9811.25
"3437",34360000000000,9811.25
"3438",34370000000000,9811.25
"3439",34380000000000,9811.25
"3440",34390000000000,9811.25
"3441",34400000000000,9811.25
"3442",34410000000000,9811.25
"3443",34420000000000,9811.25
"3444",34430000000000,9811.25
"3445",34440000000000,9811.25
"3446",34450000000000,9811.25
"3447",34460000000000,9811.25
"3448",34470000000000,9811.75
"3449",34480000000000,9811.5
"3450",34490000000000,9811.75
"3451",34500000000000,9811.25
"3452",34510000000000,9811.25
